Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134
270700805000003;8;222;221;90;0;58;39;5;6;4;1;9;0;4;0;6;0;0;0;0;0;0;4;1;0;0;0;2;1;0;0;0;0;0;0;4;5;4;3;3;2;4;4;2;7;1;3;6;8;2;8;7;11;2;4;4;0;6;5;5;2;2;5;0;1;3;1;4;5;4;3;1;5;4;3;4;2;4;2;3;3;3;1;2;3;1;3;1;2;1;2;2;1;1;2;1;1;0;0;2;1;0;2;0;3;0;0;2;0;0;2;0;1;2;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
270700805000004;1;495;486;188;17;163;66;11;4;2;0;24;1;8;0;8;2;1;0;0;0;0;9;0;0;1;0;0;3;2;0;0;0;2;1;9;9;8;11;6;11;11;10;5;8;9;14;7;17;15;13;13;10;10;10;11;8;10;9;7;13;14;8;11;8;9;4;6;4;6;9;6;4;2;9;4;7;5;3;7;7;4;6;5;6;2;4;3;7;1;4;5;7;2;1;2;1;1;1;5;1;1;0;0;1;3;1;1;2;0;0;2;1;2;1;0;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0
270710705000001;1;397;397;133;31;124;51;3;6;1;1;33;0;8;0;4;2;0;0;0;0;0;8;1;0;0;1;0;0;2;1;0;2;0;1;8;3;7;6;11;6;12;4;7;5;7;7;6;4;14;13;3;8;12;4;17;10;4;4;5;10;6;6;5;8;6;9;5;4;12;9;2;5;7;7;2;6;3;7;4;2;4;2;6;2;6;4;7;3;2;6;4;4;3;2;3;0;1;1;2;1;0;3;1;2;3;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000002;1;481;481;165;43;133;85;9;2;1;2;21;0;10;1;6;3;0;0;0;0;0;10;0;0;0;2;2;0;0;1;1;0;1;3;12;10;11;13;9;11;13;9;13;21;14;21;14;8;8;9;11;9;4;7;6;11;11;10;9;5;4;8;6;5;4;8;12;8;8;4;7;3;8;7;7;8;5;2;8;3;3;4;3;0;4;1;3;4;3;5;6;1;4;3;2;2;3;2;2;1;1;1;0;1;0;1;1;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
270710705000003;1;278;277;113;6;94;33;5;2;2;0;17;0;3;0;2;0;0;0;1;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;3;8;2;5;5;5;6;6;10;7;8;8;7;10;13;3;6;7;2;5;6;7;5;3;4;4;2;6;3;4;7;4;6;2;8;3;4;5;4;5;2;1;3;3;5;1;3;2;4;3;4;0;2;3;2;2;1;2;2;0;1;1;1;1;1;0;0;0;1;0;0;0;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000004;1;304;304;149;22;89;30;2;0;0;0;3;0;1;0;5;3;0;0;0;0;0;7;1;0;2;0;1;0;2;0;0;0;1;0;3;4;2;8;6;3;4;8;3;10;2;5;5;6;9;5;3;5;2;3;5;11;4;2;6;5;4;6;6;9;7;3;6;1;4;9;4;3;7;3;8;5;3;3;4;3;7;5;5;5;5;1;2;0;2;6;4;2;0;5;0;3;3;3;0;1;2;0;2;0;2;1;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000005;1;410;409;124;68;135;41;3;3;6;0;20;0;5;0;1;0;3;0;0;0;1;11;1;1;0;0;2;1;0;1;2;0;3;0;5;8;6;8;6;7;8;7;5;7;4;8;8;5;9;13;6;5;5;4;8;9;6;8;8;4;7;10;8;6;4;7;5;9;2;6;4;3;8;3;3;2;3;7;9;8;10;8;6;4;4;8;5;9;5;4;5;7;5;4;2;3;6;3;0;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270710705000006;1;252;252;98;32;86;17;1;1;2;0;10;0;1;0;3;0;1;0;0;0;0;4;1;0;0;0;1;1;0;0;0;1;0;0;7;0;6;4;6;4;5;3;5;8;7;6;3;6;6;2;2;7;2;4;4;7;4;8;3;2;3;4;4;3;5;4;3;4;2;4;6;2;2;7;9;3;5;5;10;6;2;0;6;2;1;5;1;0;3;2;1;0;1;1;3;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270710705000007;1;441;441;106;95;143;58;1;3;1;0;24;1;2;1;2;0;4;0;0;0;0;10;2;0;1;0;1;2;0;3;1;0;0;0;7;12;10;8;7;10;10;8;9;12;13;4;9;8;7;6;9;11;9;8;8;4;8;13;10;8;11;12;6;8;10;8;8;5;8;8;4;2;3;7;5;5;9;1;2;3;6;8;2;7;6;1;3;1;6;4;2;3;3;2;2;1;4;0;2;3;2;2;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000008;1;685;671;96;164;223;91;17;1;23;0;26;0;28;0;16;0;0;0;0;0;0;11;3;0;3;1;0;0;0;1;0;2;1;0;14;14;21;10;15;17;19;16;27;25;13;18;22;17;25;16;10;22;15;12;13;7;20;9;11;10;7;12;7;8;7;7;11;5;7;12;10;5;6;9;6;6;3;7;6;9;3;2;6;3;1;4;10;5;5;5;4;2;1;3;4;5;5;2;6;2;2;3;3;0;3;0;3;0;3;1;1;0;1;1;0;1;0;0;0;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0
270710705000009;1;570;570;170;39;194;122;5;4;0;0;30;0;3;0;2;1;0;0;0;0;0;14;1;2;2;0;3;3;2;0;0;0;0;1;13;16;5;14;18;14;14;18;15;11;22;13;23;18;18;13;9;16;15;13;12;16;12;9;3;9;8;6;5;10;6;13;7;7;3;5;5;5;6;9;4;5;4;2;4;3;2;4;6;3;4;6;3;3;1;2;2;4;3;4;1;2;3;4;1;3;4;0;3;2;0;0;3;0;1;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
270710705000010;1;346;345;124;24;105;47;7;2;3;1;22;1;5;0;3;1;1;0;0;0;0;5;2;0;1;0;0;0;1;1;0;0;0;0;5;7;5;6;7;8;5;7;10;5;11;10;12;6;10;8;5;7;2;5;6;6;5;10;5;7;6;4;6;2;7;3;4;5;7;1;5;4;5;5;3;12;6;5;1;6;3;3;3;0;1;1;2;2;1;3;2;2;3;1;5;1;1;2;2;1;1;0;2;4;2;1;1;2;3;1;0;1;0;2;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
270710705000011;1;442;442;81;101;138;68;4;5;1;0;27;0;9;0;6;0;2;0;0;0;0;9;1;1;1;0;2;0;0;0;0;1;2;1;11;9;2;10;8;9;14;8;6;9;8;17;15;12;9;7;6;14;11;14;9;9;11;11;5;2;7;6;2;10;8;7;9;8;6;6;3;7;4;8;8;4;5;3;3;3;8;0;4;3;5;1;2;2;1;2;2;2;3;2;1;1;4;4;3;1;2;2;1;3;0;1;4;1;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000012;1;945;939;283;67;353;145;27;6;2;0;37;0;8;0;14;1;2;0;0;0;0;19;1;0;1;3;2;0;1;1;2;1;3;4;27;35;24;22;21;25;25;29;29;33;25;32;26;28;24;27;16;20;19;15;24;19;10;14;18;16;15;12;18;13;10;12;5;4;14;12;12;15;5;16;7;10;11;6;13;9;4;8;2;7;2;4;6;6;4;5;1;2;3;4;1;6;3;4;3;1;2;3;3;0;2;3;3;1;1;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
270710705000013;2;44;44;12;7;14;5;0;0;0;0;1;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;4;0;1;0;1;3;0;1;1;2;0;1;1;1;0;1;0;0;0;1;2;0;0;1;2;0;0;0;0;2;1;0;1;1;1;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000014;8;298;242;131;1;116;7;8;2;2;2;9;0;8;1;11;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;1;0;0;11;9;1;5;6;3;9;6;5;5;4;9;11;8;11;4;5;14;9;8;3;2;8;2;6;3;3;6;3;4;6;3;2;3;3;2;3;4;1;1;3;2;3;4;6;2;3;4;3;5;3;3;1;4;1;4;3;1;2;1;0;2;4;2;2;2;3;1;1;0;1;0;1;1;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
270710705000015;1;445;445;66;93;113;82;4;1;13;0;20;0;37;1;12;2;1;0;0;0;0;12;0;3;1;1;2;0;1;4;0;0;0;0;8;8;9;11;15;7;10;13;24;23;13;15;13;8;14;15;13;6;9;10;11;4;14;15;8;4;7;6;4;5;6;8;8;5;6;1;4;4;5;3;3;4;2;3;1;3;3;3;7;1;1;1;0;2;3;2;1;2;1;2;1;2;1;1;2;2;2;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270710705000016;8;656;639;235;3;306;42;16;6;1;0;40;0;2;0;5;0;0;0;0;0;0;9;1;1;2;0;2;0;1;1;0;1;0;0;18;11;19;15;10;16;24;18;17;18;25;20;22;19;16;22;12;12;14;10;12;10;18;15;15;8;9;4;5;8;2;5;7;7;7;9;8;4;5;5;10;4;10;7;8;8;4;7;3;3;3;4;6;4;4;7;4;1;11;3;3;3;3;3;1;2;4;1;1;2;3;0;0;1;2;0;1;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270710710000001;1;282;282;112;18;108;20;2;0;2;0;16;0;1;0;3;0;0;0;0;0;0;5;0;0;1;0;1;0;1;0;1;0;0;1;3;6;3;2;2;6;3;6;6;5;6;3;5;10;8;6;8;6;7;10;6;3;4;5;2;4;4;5;5;4;7;5;2;6;3;0;4;2;3;3;6;3;5;9;3;2;4;1;0;3;5;0;4;0;3;2;3;2;1;2;1;5;1;3;1;1;0;1;4;4;0;1;1;0;2;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
270710710000002;8;431;431;172;4;201;22;3;0;3;1;21;0;0;0;2;1;1;0;0;0;0;14;1;1;2;0;4;1;2;0;1;0;1;1;7;12;15;9;12;12;9;14;6;9;14;9;15;13;9;7;7;10;7;5;6;7;9;6;11;3;10;2;9;6;5;6;7;8;6;4;4;4;1;5;6;4;2;2;7;4;4;1;0;3;1;6;3;5;3;2;2;4;1;4;3;1;4;4;2;2;1;1;2;1;3;1;0;1;0;1;0;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
270710710000003;5;608;608;165;75;208;98;16;0;2;0;27;0;12;0;2;3;0;0;0;0;0;13;0;1;2;0;2;1;1;0;1;2;2;1;17;21;14;13;16;19;20;19;17;21;12;21;20;10;9;10;11;13;11;16;16;11;10;8;9;6;4;8;6;7;8;12;6;4;3;4;10;6;7;3;7;5;6;4;3;7;8;6;4;5;1;2;3;4;2;3;5;3;1;4;3;2;2;4;2;4;5;5;1;0;1;1;4;1;2;1;1;1;0;2;0;1;1;1;1;2;1;0;1;1;0;0;1;0;0;0;0;1;0;1
270710710000004;5;475;475;112;75;171;65;9;2;1;0;36;0;3;0;0;0;1;0;0;0;0;8;2;0;1;1;0;0;0;2;0;0;2;0;12;19;15;9;11;18;12;11;12;9;11;14;17;12;15;10;16;8;3;6;11;14;6;8;4;5;5;7;3;9;5;10;8;10;7;6;6;2;6;2;3;6;7;2;1;2;4;5;0;5;2;0;1;2;1;1;3;3;4;2;2;1;1;2;2;2;3;1;1;5;4;3;1;0;0;1;0;1;0;1;0;0;2;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
270710710000005;5;460;460;149;21;165;90;0;0;2;0;20;0;4;0;9;0;0;0;0;0;0;12;2;2;3;0;0;1;1;0;2;1;0;0;11;9;10;9;6;9;16;12;17;12;9;17;13;19;16;11;11;10;11;13;7;4;9;10;7;4;2;5;8;4;6;5;7;7;10;2;3;4;2;4;2;6;7;3;3;5;4;5;3;0;1;2;3;1;3;2;4;0;5;1;1;4;3;1;5;2;2;0;1;3;0;3;0;2;0;2;1;0;0;2;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270710710000006;5;622;615;222;45;238;72;3;5;0;0;26;0;5;0;2;0;1;0;0;0;3;17;3;3;3;1;1;1;1;1;0;2;0;1;16;14;13;18;7;19;17;13;16;17;14;13;18;13;15;20;10;10;12;12;11;6;11;13;12;11;15;12;15;14;4;7;10;12;7;5;8;5;8;7;4;6;9;7;8;4;5;6;2;1;2;3;4;11;3;3;4;5;4;2;4;2;1;2;3;2;2;3;2;3;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
270710710000007;8;569;569;91;90;281;36;1;4;15;0;17;0;30;1;1;0;2;0;0;0;0;19;0;2;2;4;3;1;0;3;1;1;1;1;9;6;15;9;11;8;6;8;11;13;20;20;10;9;12;9;10;20;16;20;11;7;15;7;8;12;12;10;8;13;7;13;7;7;12;2;10;9;9;7;5;6;8;3;4;5;4;6;5;4;3;6;3;2;4;4;1;4;4;2;2;4;1;6;1;3;1;1;1;2;3;2;2;2;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0
270710710000008;8;555;555;153;50;251;52;3;2;3;0;26;1;8;0;3;2;0;0;1;0;0;15;4;1;1;1;2;1;1;1;0;2;0;1;10;13;11;7;10;11;18;16;13;20;19;20;19;18;15;14;11;16;10;14;6;10;16;10;8;10;8;8;4;4;6;5;11;5;8;7;4;3;2;3;8;4;3;5;7;5;7;3;4;0;7;3;1;1;3;1;4;2;3;5;2;6;3;5;2;3;2;1;0;2;1;1;1;1;0;0;1;0;4;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270710710000009;5;298;296;105;20;146;13;2;2;0;0;7;0;3;0;0;0;0;0;0;0;0;9;2;0;0;1;0;1;0;1;0;4;0;0;6;9;6;7;4;5;14;8;8;9;9;12;10;5;11;8;4;5;4;4;7;6;3;5;3;5;5;5;3;10;2;5;11;4;5;2;2;4;5;6;3;3;1;3;4;2;1;0;1;1;0;0;1;2;0;0;1;1;1;1;0;1;1;2;1;0;2;0;0;0;0;0;1;3;1;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270720605000001;1;501;499;183;37;163;55;10;2;0;0;28;3;11;0;7;2;0;0;0;0;0;12;2;0;0;1;2;0;0;1;3;1;2;0;10;10;9;7;10;15;9;10;13;11;9;9;14;16;18;5;12;10;17;4;10;6;7;6;8;9;5;7;7;9;3;10;8;5;6;8;7;3;3;8;8;6;11;8;2;5;7;5;6;6;6;0;5;0;3;0;4;5;5;4;0;0;4;2;2;3;3;4;3;1;1;1;3;0;2;1;1;1;0;2;0;2;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
270720605000002;8;362;362;159;5;165;14;3;1;0;0;7;1;2;0;5;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;1;0;1;6;8;4;6;9;7;6;14;11;15;11;6;15;10;4;12;7;5;6;2;6;7;7;3;9;5;5;3;6;2;4;6;4;7;4;3;9;3;6;2;5;6;3;8;4;6;5;9;3;2;2;2;3;2;1;2;1;2;2;2;2;0;0;3;3;0;0;1;0;1;2;2;0;0;2;1;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270720605000003;5;719;715;246;47;362;30;2;2;0;0;21;0;2;0;7;0;0;0;0;0;0;15;1;0;2;0;3;1;0;3;4;1;0;0;19;11;13;15;16;16;14;23;25;25;14;22;24;21;21;16;21;14;19;18;17;13;18;10;12;12;13;3;8;9;9;3;5;13;10;7;6;4;5;2;6;4;10;5;10;6;8;3;8;3;8;1;5;13;1;3;4;8;3;5;1;0;3;2;4;0;3;2;3;6;0;1;1;0;1;1;2;3;1;0;2;0;1;0;1;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0
270720605000004;8;559;559;214;21;249;35;7;2;0;2;19;1;1;0;4;4;0;0;0;0;0;8;0;1;0;0;1;1;0;0;1;3;0;1;4;7;7;10;7;6;7;14;18;16;29;18;12;19;15;14;9;8;13;10;10;3;10;13;16;9;9;8;4;8;10;9;8;9;9;4;6;4;6;9;7;12;2;8;7;8;7;7;5;6;3;7;6;8;3;2;4;2;3;1;2;1;2;8;3;0;3;4;0;1;1;0;1;0;2;0;1;1;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
270720605000005;8;654;654;273;11;283;47;7;2;1;0;23;0;3;0;3;0;0;0;1;0;0;8;1;0;1;0;0;1;1;0;0;2;1;1;15;11;14;11;11;9;16;19;11;22;19;21;22;15;18;16;19;17;6;11;18;12;6;14;11;6;13;9;12;7;10;12;8;6;9;10;7;5;10;3;5;9;4;9;6;2;9;6;5;6;4;7;4;6;2;7;3;2;5;3;5;5;6;6;7;0;1;2;2;2;2;0;0;2;1;3;1;0;0;2;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
270720605000006;8;560;560;196;1;326;13;2;1;1;2;15;0;0;0;2;0;1;0;0;0;0;31;1;1;3;1;3;2;8;0;2;4;4;2;19;14;17;15;13;27;10;16;16;19;20;15;14;12;13;10;8;9;12;11;4;12;14;8;13;5;9;8;3;14;5;5;8;7;9;5;3;4;10;10;3;2;2;3;4;1;4;2;2;7;2;2;3;2;1;5;2;7;5;0;3;1;0;3;4;0;1;2;1;0;1;0;0;0;0;2;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270720605000007;8;281;279;132;2;105;26;0;0;0;1;7;1;1;0;3;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;6;4;5;4;6;4;7;6;4;6;6;5;9;5;7;7;8;7;7;2;7;8;5;5;6;2;6;5;5;2;6;5;3;3;1;4;4;0;8;1;1;5;3;5;5;6;5;2;3;1;3;2;5;2;1;1;2;0;2;2;1;0;1;2;1;2;2;1;1;1;2;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270720605000008;8;492;485;191;7;186;41;10;3;2;0;41;1;4;0;4;2;0;0;0;0;0;11;0;1;0;0;0;2;4;1;1;1;1;0;9;7;11;10;12;6;14;8;12;14;7;16;15;11;10;10;12;15;13;10;7;7;13;13;10;8;5;3;6;10;8;6;9;5;8;5;4;5;6;8;4;5;7;1;6;5;8;3;1;3;0;1;5;2;1;4;4;1;3;4;7;5;4;1;1;1;2;2;0;5;2;1;1;0;1;2;0;1;0;2;1;0;1;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0
270720605000009;8;442;433;178;17;180;34;4;2;0;0;15;1;1;0;5;1;4;0;0;0;0;9;0;1;0;1;1;0;1;1;1;3;0;0;8;6;6;7;8;6;11;10;14;8;15;12;8;12;12;12;12;9;8;10;12;6;8;8;3;3;5;6;7;9;4;5;9;6;7;5;7;4;11;10;5;4;2;5;2;2;4;5;1;6;0;5;5;1;2;7;4;5;0;2;3;3;3;4;3;2;1;2;1;3;2;1;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0
270720605000010;5;302;302;104;13;101;48;4;1;1;1;20;1;2;0;2;0;4;0;0;0;0;9;1;0;1;0;0;0;0;1;1;4;1;0;11;6;5;4;5;7;9;10;9;8;8;4;9;9;7;9;2;5;4;7;8;4;3;5;4;4;4;0;6;3;7;7;5;2;4;5;4;2;3;3;6;6;4;2;4;3;1;0;2;1;1;1;2;6;2;1;1;0;0;4;2;2;2;0;2;1;1;1;1;3;1;0;0;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
270720605000011;8;500;500;177;20;224;40;7;1;0;0;19;1;2;0;9;0;0;0;0;0;0;8;1;1;0;0;0;1;0;0;1;2;1;1;8;14;9;9;10;7;9;8;16;12;7;9;15;12;14;5;8;8;8;16;15;14;7;16;15;13;12;7;14;10;8;8;8;10;6;3;2;1;5;8;5;4;4;5;2;4;5;3;4;7;4;3;6;2;3;2;1;2;6;4;3;2;3;1;3;3;3;0;0;1;1;0;2;0;1;0;1;1;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
270720605000012;1;492;471;152;60;159;65;19;2;3;0;21;0;3;0;4;4;0;0;0;0;0;10;2;1;1;0;1;2;0;0;1;0;2;0;17;15;13;10;10;11;5;12;10;12;16;7;12;6;11;8;12;11;15;10;5;11;8;5;8;4;8;4;6;8;5;8;6;7;10;6;6;9;4;5;6;3;3;4;6;8;6;5;4;3;2;2;2;5;5;4;3;5;4;2;4;4;0;3;3;3;3;2;1;1;3;2;0;2;1;0;1;1;1;2;1;2;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
270720605000013;8;404;404;135;15;223;14;1;1;0;0;14;0;1;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;1;0;0;0;1;6;6;4;9;10;5;11;8;9;13;14;6;13;17;22;13;13;16;17;4;3;8;3;6;6;5;5;5;7;6;4;3;2;2;5;4;4;4;1;4;3;3;3;2;4;1;4;4;5;1;0;7;5;3;4;0;4;5;2;5;3;3;2;5;4;1;3;1;0;1;0;0;1;1;0;2;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
270720605000014;5;132;132;45;2;54;14;0;3;4;0;8;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;3;4;3;5;4;2;3;2;3;4;5;2;3;0;3;5;3;3;4;2;2;4;5;0;1;1;4;3;2;0;1;2;0;1;2;1;0;4;2;4;3;2;2;0;0;1;1;2;0;0;0;0;0;0;0;2;3;0;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
270720605000015;5;344;343;113;9;136;31;5;2;1;0;19;4;12;0;9;0;3;0;0;0;0;11;2;0;1;0;0;1;1;0;3;0;1;2;7;6;8;9;10;5;15;7;12;16;13;10;10;8;9;6;4;5;6;7;8;6;11;6;7;6;3;6;9;7;6;9;2;5;6;1;3;1;2;3;2;3;1;4;5;2;1;1;1;2;1;1;1;4;0;1;2;3;0;3;0;1;1;2;1;0;0;2;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
270720605000016;8;258;258;109;3;116;16;0;2;0;1;10;0;0;0;0;0;1;0;0;0;0;12;0;0;0;1;0;0;2;2;2;1;2;2;12;9;3;7;7;4;8;2;4;10;6;2;10;8;5;4;2;3;4;2;5;5;2;1;4;5;1;3;4;7;1;4;3;2;3;2;1;2;2;17;4;4;1;0;5;1;2;2;3;5;3;2;0;1;5;0;1;1;0;0;3;0;0;1;2;0;1;1;1;2;1;3;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
270730505000001;1;591;589;197;54;162;64;6;8;6;1;67;4;7;0;14;0;1;0;0;0;0;11;1;0;0;2;3;1;0;1;0;1;1;1;6;10;9;8;6;8;9;13;13;8;11;12;17;12;9;11;8;15;8;16;10;10;13;9;13;4;10;14;11;7;9;10;8;9;11;11;7;9;8;4;9;7;9;9;3;14;8;10;7;3;11;3;4;6;3;8;8;3;3;9;2;2;4;4;2;1;3;3;1;2;0;3;1;2;1;3;1;1;0;0;1;1;2;0;2;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0
270730505000002;1;792;792;226;98;223;97;17;14;6;0;72;3;9;0;22;3;2;0;0;0;0;20;1;1;1;2;1;0;2;2;4;1;3;2;16;18;12;16;17;18;18;16;27;18;25;15;15;16;19;18;18;9;17;16;15;13;12;15;16;18;13;16;10;6;13;12;10;12;8;9;10;7;17;14;9;6;11;7;4;3;11;7;8;11;6;4;8;3;7;3;5;5;3;4;2;0;2;5;3;8;4;3;3;6;2;3;3;1;2;1;0;1;1;0;0;2;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
270730505000003;1;834;834;280;62;212;117;21;7;5;3;75;3;15;1;31;2;0;0;0;0;0;12;3;0;0;2;2;1;0;1;0;0;2;1;19;12;17;13;16;12;18;12;22;13;15;18;17;30;19;20;21;22;14;17;12;15;10;14;10;15;14;14;18;16;10;11;9;23;12;12;14;14;11;6;9;9;16;14;6;7;9;11;5;11;6;7;6;8;6;6;4;5;2;5;0;2;4;3;6;5;2;0;3;4;2;6;3;3;4;0;0;0;2;2;2;1;1;0;2;1;2;0;0;1;1;0;1;0;0;0;0;0;0;0
270730505000004;1;483;483;161;28;143;55;9;9;1;2;54;3;3;0;14;0;1;0;0;0;0;11;4;2;1;1;1;0;0;0;0;0;1;1;6;13;9;12;17;11;13;9;16;10;8;9;13;6;7;8;5;8;4;7;5;11;1;7;9;8;10;9;11;11;10;10;12;10;8;11;5;10;4;9;4;6;7;4;3;6;2;8;2;4;2;1;7;2;2;3;4;5;1;2;1;4;1;1;0;4;0;1;2;3;2;1;1;1;0;2;1;1;3;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270730505000005;1;527;524;177;23;139;87;17;3;2;0;54;2;6;0;11;0;5;1;0;0;0;5;0;2;3;0;0;0;0;0;0;0;0;0;7;13;7;13;10;9;13;10;15;18;20;16;8;11;21;14;12;9;10;7;5;6;8;8;6;9;8;13;8;11;9;11;9;11;7;13;9;8;6;8;4;6;6;6;3;6;5;1;8;4;1;0;1;8;3;2;1;0;2;4;1;2;3;1;2;2;0;2;2;5;2;0;4;0;0;1;0;1;0;2;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
270730505000006;1;635;630;196;39;168;104;4;10;5;1;68;1;22;1;14;0;2;0;0;0;0;13;0;2;1;1;1;0;2;1;1;1;2;1;9;14;12;8;9;10;9;12;19;13;12;18;6;20;16;22;19;9;15;16;12;10;12;12;15;14;12;6;8;5;7;14;17;15;7;14;5;8;4;9;8;5;7;5;7;7;4;6;4;3;4;5;6;3;1;4;5;2;3;8;3;6;3;2;0;4;4;1;4;5;0;5;1;1;1;2;0;1;0;2;0;2;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
