Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
130260305140323;1;490;490;490;0;0;424;0;44;0;22;0;257;59;0;174;490;117;333;23;2;0;15;0;468;398;60;10;0;22;484;484;0;6;0;0;0;0;490;490;0;0;267;15;208;251;251;251;0;0;221;0;20;0;10;0;134;30;0;87;251;66;167;10;1;0;7;0;239;202;32;5;0;12;247;247;0;4;0;0;0;0;251;251;0;0;140;7;104;239;239;239;0;0;203;0;24;0;12;0;123;29;0;87;239;51;166;13;1;0;8;0;229;196;28;5;0;10;237;237;0;2;0;0;0;0;239;239;0;0;127;8;104
130260305140324;1;965;963;919;0;43;849;0;99;0;15;0;946;17;0;0;963;419;124;420;0;0;0;0;941;699;226;16;0;22;959;959;0;4;0;0;0;0;963;959;4;0;341;336;282;471;470;449;0;20;415;0;48;0;7;0;461;9;0;0;470;211;60;199;0;0;0;0;460;345;108;7;0;10;469;469;0;1;0;0;0;0;470;468;2;0;169;165;134;494;493;470;0;23;434;0;51;0;8;0;485;8;0;0;493;208;64;221;0;0;0;0;481;354;118;9;0;12;490;490;0;3;0;0;0;0;493;491;2;0;172;171;148
130260305140325;1;982;982;955;0;23;686;0;265;5;26;0;465;509;0;8;981;801;180;0;0;0;0;1;969;782;150;37;0;13;980;980;0;0;0;0;2;0;982;982;0;0;398;9;575;472;472;457;0;13;335;0;121;3;13;0;237;230;0;5;471;385;86;0;0;0;0;1;464;377;69;18;0;8;470;470;0;0;0;0;2;0;472;472;0;0;179;5;288;510;510;498;0;10;351;0;144;2;13;0;228;279;0;3;510;416;94;0;0;0;0;0;505;405;81;19;0;5;510;510;0;0;0;0;0;0;510;510;0;0;219;4;287
130260305140326;1;456;456;370;51;25;351;0;78;0;27;0;346;93;0;17;456;84;13;62;15;275;7;0;439;358;77;4;0;17;456;447;9;0;0;0;0;0;456;456;0;0;354;61;41;221;221;180;25;11;168;0;37;0;16;0;170;45;0;6;221;42;8;32;7;129;3;0;213;173;38;2;0;8;221;216;5;0;0;0;0;0;221;221;0;0;168;29;24;235;235;190;26;14;183;0;41;0;11;0;176;48;0;11;235;42;5;30;8;146;4;0;226;185;39;2;0;9;235;231;4;0;0;0;0;0;235;235;0;0;186;32;17
130260305140327;1;1059;1059;1011;3;14;909;0;96;0;54;0;933;85;0;41;1036;256;770;4;1;0;5;23;670;598;64;8;0;389;1051;1051;0;8;0;0;0;0;1055;1055;0;4;500;27;528;537;537;508;2;9;462;0;43;0;32;0;473;40;0;24;525;122;397;2;1;0;3;12;344;308;32;4;0;193;535;535;0;2;0;0;0;0;534;534;0;3;246;14;274;522;522;503;1;5;447;0;53;0;22;0;460;45;0;17;511;134;373;2;0;0;2;11;326;290;32;4;0;196;516;516;0;6;0;0;0;0;521;521;0;1;254;13;254
130260305140328;1;694;694;642;52;0;441;112;101;6;34;0;284;113;0;297;693;130;0;552;4;0;7;1;649;471;160;18;0;45;694;694;0;0;0;0;0;0;694;694;0;0;340;34;320;345;345;322;23;0;221;58;46;5;15;0;141;52;0;152;344;70;0;271;1;0;2;1;322;240;74;8;0;23;345;345;0;0;0;0;0;0;345;345;0;0;168;14;163;349;349;320;29;0;220;54;55;1;19;0;143;61;0;145;349;60;0;281;3;0;5;0;327;231;86;10;0;22;349;349;0;0;0;0;0;0;349;349;0;0;172;20;157
130260305140329;1;722;718;651;2;31;558;0;159;0;0;1;187;127;0;404;718;88;494;135;0;0;1;0;679;412;213;41;13;39;718;716;2;0;0;0;0;0;709;698;11;9;427;66;205;369;367;331;1;14;285;0;82;0;0;0;97;62;0;208;367;50;247;69;0;0;1;0;343;205;108;24;6;24;367;366;1;0;0;0;0;0;363;355;8;4;214;38;103;353;351;320;1;17;273;0;77;0;0;1;90;65;0;196;351;38;247;66;0;0;0;0;336;207;105;17;7;15;351;350;1;0;0;0;0;0;346;343;3;5;213;28;102
130260305140330;1;570;570;493;10;67;413;0;131;0;26;0;525;26;0;19;570;30;538;2;0;0;0;0;570;437;119;9;5;0;570;561;9;0;0;0;0;0;570;570;0;0;440;13;117;259;259;226;3;30;189;0;54;0;16;0;235;13;0;11;259;12;246;1;0;0;0;0;259;195;54;7;3;0;259;254;5;0;0;0;0;0;259;259;0;0;205;6;48;311;311;267;7;37;224;0;77;0;10;0;290;13;0;8;311;18;292;1;0;0;0;0;311;242;65;2;2;0;311;307;4;0;0;0;0;0;311;311;0;0;235;7;69
130260305140331;1;1040;1040;1003;35;0;893;8;105;1;33;0;717;25;0;298;1031;26;28;969;0;0;8;9;789;662;106;21;0;251;1024;1024;0;15;0;0;0;1;1040;1040;0;0;432;18;590;527;527;506;20;0;445;3;59;1;19;0;371;14;0;142;523;13;14;492;0;0;4;4;397;329;56;12;0;130;517;517;0;9;0;0;0;1;527;527;0;0;216;9;302;513;513;497;15;0;448;5;46;0;14;0;346;11;0;156;508;13;14;477;0;0;4;5;392;333;50;9;0;121;507;507;0;6;0;0;0;0;513;513;0;0;216;9;288
130260305140332;1;600;600;560;2;0;492;0;81;0;27;0;539;6;0;55;583;25;457;78;4;0;19;17;471;422;38;6;5;129;521;521;0;0;0;0;0;79;600;600;0;0;157;32;411;308;308;285;1;0;247;0;46;0;15;0;275;5;0;28;298;15;227;41;3;0;12;10;239;219;14;2;4;69;274;274;0;0;0;0;0;34;308;308;0;0;82;17;209;292;292;275;1;0;245;0;35;0;12;0;264;1;0;27;285;10;230;37;1;0;7;7;232;203;24;4;1;60;247;247;0;0;0;0;0;45;292;292;0;0;75;15;202
