Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255
120010405000013;8;369;3;6;5;5;8;14;16;15;10;8;12;10;11;6;9;10;7;8;7;5;5;5;5;5;6;13;5;7;7;8;5;4;5;3;5;3;5;7;4;3;7;6;5;2;5;5;2;7;3;4;5;4;2;1;1;4;0;2;3;2;5;0;0;1;1;2;0;1;1;0;0;0;0;0;1;2;117;45;153;4;6;7;4;0;301;4;7;9;5;10;6;8;11;7;7;12;8;4;8;8;3;7;6;5;6;7;6;10;4;9;4;7;9;1;4;4;3;6;5;4;7;5;2;3;8;4;1;4;4;1;5;1;1;3;2;4;2;0;0;2;2;1;2;2;2;1;0;0;3;1;0;0;0;0;1;1;0;0;0;0;2;60;103;80;4;9;1;8;0
120010405000014;8;141;0;2;2;9;3;2;3;2;5;2;6;3;1;2;3;7;0;6;2;1;3;3;2;3;3;5;3;2;0;3;3;3;0;2;1;1;1;2;1;3;0;1;1;0;4;0;3;2;5;3;1;1;0;1;1;1;3;0;1;1;0;0;1;0;0;0;1;2;1;0;0;0;0;0;1;1;67;2;48;0;5;1;2;0;100;1;0;4;2;2;1;0;2;1;5;1;2;6;1;1;4;2;0;5;4;2;3;3;2;0;3;1;1;1;4;3;0;1;0;1;2;1;2;1;1;4;1;2;0;4;0;2;0;1;1;2;0;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;66;20;0;1;0;1;0
120010405000015;8;416;1;6;9;10;11;10;10;15;10;13;13;14;11;10;7;9;13;9;10;12;3;4;4;9;6;8;8;7;7;9;4;4;7;5;6;6;6;5;7;5;7;7;6;7;4;5;4;4;3;3;3;5;5;0;1;4;7;1;4;0;2;0;1;0;2;0;4;1;1;0;0;0;0;1;0;1;184;8;156;3;13;3;8;0;370;1;5;9;10;19;9;11;12;13;15;15;10;10;18;3;8;5;9;4;7;4;8;8;4;6;5;6;4;7;2;7;4;8;4;14;8;4;5;4;7;5;5;4;0;3;4;2;0;3;4;3;2;2;1;0;1;2;1;5;2;1;1;0;0;1;1;0;1;1;0;0;0;0;0;1;2;23;167;109;4;6;1;12;1
120010405000016;8;76;1;2;3;1;3;4;2;2;1;1;2;0;2;3;3;1;2;4;2;4;0;2;0;0;0;1;0;2;0;2;2;0;1;0;0;2;3;0;2;0;0;0;0;0;0;2;0;2;0;0;0;1;0;3;0;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;32;2;27;1;1;1;1;1;60;0;2;0;1;3;3;1;1;2;4;2;3;0;4;1;1;1;0;3;1;0;2;1;1;1;1;1;1;1;0;1;1;0;2;2;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;29;17;1;1;0;2;0
120010405000017;8;246;4;5;3;3;10;7;6;5;10;11;9;8;7;6;6;5;6;5;2;3;7;6;3;5;6;0;8;3;5;1;2;6;4;3;2;1;7;2;3;1;2;2;2;0;5;7;2;0;2;5;2;4;1;2;3;1;1;1;0;0;4;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;104;7;90;0;8;2;7;3;192;1;4;4;8;4;6;8;11;8;8;3;4;6;2;2;4;3;2;5;5;3;4;4;4;2;4;3;2;6;2;3;1;5;1;3;5;0;1;3;5;1;0;0;1;4;3;0;4;3;1;1;1;0;1;3;2;2;1;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;10;96;45;1;7;1;9;1
120010405000018;8;114;0;1;3;1;6;4;5;3;8;4;8;5;8;6;3;5;4;2;2;1;3;0;3;0;5;3;2;0;2;1;0;1;0;1;0;0;2;1;1;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;33;2;66;0;0;1;1;0;92;0;2;4;2;5;12;5;4;5;1;4;1;1;2;5;5;2;1;3;4;0;0;1;1;1;0;1;1;1;2;3;1;0;0;0;0;1;2;0;0;1;0;1;3;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;34;39;0;1;0;1;0
120010405000019;8;115;0;3;2;1;2;2;1;2;6;1;1;1;5;4;3;1;4;4;3;4;2;2;3;3;2;5;1;4;5;3;4;0;0;2;1;5;2;1;3;2;2;0;0;0;0;1;0;0;2;0;0;3;1;0;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;59;5;34;0;3;0;4;0;109;0;1;3;3;7;10;4;3;2;3;1;2;1;1;2;4;1;4;1;0;6;2;2;4;5;3;2;4;1;2;3;2;1;0;1;1;2;1;0;1;2;0;0;2;0;0;0;0;0;1;2;0;2;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;54;29;0;1;0;2;0
120010405000020;8;51;0;1;1;2;2;2;4;3;1;0;1;3;2;0;2;2;0;1;0;2;1;2;0;0;1;3;0;5;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;1;25;0;0;0;1;0;47;0;1;1;1;1;1;2;2;6;3;2;1;0;2;1;0;0;0;0;1;2;2;1;2;2;1;1;1;2;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;20;0;0;0;6;0
120010405000021;1;449;1;2;4;9;10;11;12;8;13;20;9;14;15;17;5;12;16;11;15;13;6;12;8;9;11;8;11;6;9;8;13;8;9;12;6;4;8;3;11;12;5;6;4;1;2;3;4;2;3;4;1;1;2;1;1;0;2;0;1;2;0;2;1;2;0;1;0;1;0;0;1;1;0;0;1;3;155;65;162;1;18;7;12;0;470;0;8;6;7;14;11;19;15;15;14;15;11;16;19;10;16;9;15;11;16;7;5;10;7;8;7;8;10;14;10;7;5;10;10;14;15;6;3;5;2;2;4;4;4;2;4;2;3;6;1;7;3;0;1;0;2;1;1;2;3;1;0;0;1;0;0;2;0;2;1;1;0;0;0;0;0;136;124;120;3;16;6;24;1
120010405000022;1;522;4;5;8;16;18;11;9;18;20;11;18;13;18;13;23;22;10;11;7;13;12;11;8;16;8;8;20;4;9;16;13;10;7;10;3;7;6;7;2;6;10;5;5;3;9;5;4;1;2;3;0;3;1;1;2;1;3;1;3;0;1;1;0;0;0;1;0;0;0;2;0;1;1;1;1;0;196;61;169;1;14;7;14;9;535;4;8;21;17;16;9;19;18;16;18;17;15;16;9;15;16;10;16;8;17;10;10;18;14;19;9;7;15;7;15;6;11;13;16;2;13;5;7;10;2;4;4;2;3;2;3;0;0;1;0;3;4;0;2;0;1;3;1;1;2;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;125;172;138;0;7;8;16;3
120010405000023;1;603;4;12;12;11;20;15;16;13;15;15;9;18;14;12;10;11;17;15;15;19;14;9;21;10;15;16;17;15;12;4;13;7;8;6;14;13;10;10;8;12;2;9;11;5;3;8;8;2;3;5;2;3;3;3;1;1;2;2;0;0;3;1;1;3;2;2;0;1;1;1;0;1;0;2;1;4;244;81;170;1;12;12;19;2;593;3;7;15;15;12;17;13;17;13;18;18;19;14;17;19;12;15;17;18;20;13;9;23;14;10;18;11;15;11;9;11;9;7;9;9;12;11;9;8;8;6;2;4;5;1;2;4;2;2;4;2;2;2;5;2;2;3;3;1;0;5;0;1;3;3;0;0;1;0;0;0;0;0;0;0;1;155;188;149;2;11;11;18;2
120010405000024;1;250;3;3;10;6;4;7;11;8;7;12;9;9;10;10;6;5;5;10;7;4;5;3;8;6;9;3;4;4;1;4;4;2;3;3;7;3;4;1;1;0;2;2;2;2;1;1;1;1;1;2;1;1;1;0;0;1;0;1;0;1;2;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;71;25;104;0;6;7;7;1;258;7;6;12;7;7;16;10;11;7;5;6;7;13;6;7;3;7;8;10;3;8;2;9;5;6;3;6;2;4;2;1;3;5;1;2;5;2;1;4;0;5;2;4;2;2;1;2;2;0;1;0;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;58;62;74;2;11;4;7;1
120010405000025;1;349;0;4;3;11;9;16;6;11;6;15;10;7;10;7;13;9;7;5;10;6;11;4;8;10;7;5;6;6;6;7;8;7;2;4;3;11;1;2;5;4;5;4;3;2;6;2;3;4;1;1;2;4;1;2;3;2;3;0;0;1;0;0;0;1;2;2;2;1;0;1;3;1;0;2;0;3;123;44;102;0;15;8;16;4;382;2;4;2;10;8;11;14;5;13;11;14;8;10;10;9;15;6;5;6;15;9;8;12;9;9;7;10;8;8;5;9;5;6;3;6;4;4;4;9;4;7;2;1;3;4;3;4;4;1;2;3;1;0;2;2;0;1;4;1;0;7;0;0;1;1;1;1;3;0;0;0;0;0;0;2;4;117;101;93;3;18;7;5;4
120010405000026;8;42;0;1;2;1;3;0;1;2;0;1;0;2;1;1;1;1;0;0;1;1;2;1;1;0;0;1;0;3;1;2;0;1;0;0;1;1;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;11;0;0;5;0;0;36;0;2;1;2;2;2;2;2;3;1;2;1;0;0;0;2;0;1;1;0;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;11;0;0;1;2;0
120010405000027;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120010405000028;5;101;2;0;2;2;3;4;4;2;7;4;2;4;3;2;4;4;1;2;1;0;3;1;2;2;1;1;0;0;1;3;2;1;0;3;1;4;0;1;1;3;3;2;1;1;1;1;0;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;40;7;34;0;6;0;4;1;92;0;3;1;2;3;4;3;2;3;8;1;3;3;3;0;0;4;4;1;2;2;1;2;1;1;1;0;0;0;3;3;2;2;1;4;1;2;0;0;1;0;2;0;2;0;1;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2;17;26;34;2;2;0;0;1
120010405000029;2;149;1;2;1;6;2;4;5;4;4;6;5;3;5;3;3;2;3;1;2;4;3;2;1;2;2;3;5;3;5;1;3;3;3;3;1;0;1;2;4;6;1;2;1;2;1;0;2;1;0;1;2;0;1;0;2;2;1;1;1;2;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;2;69;7;54;1;3;1;2;0;139;0;3;6;9;4;5;5;2;5;3;7;1;1;3;2;2;3;2;7;4;3;3;4;5;1;6;2;2;2;3;3;1;1;4;4;0;1;2;2;0;0;0;1;0;1;1;2;0;0;0;1;1;2;2;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;13;60;38;0;3;2;1;0
120010405000030;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120010405000031;1;153;0;0;4;3;6;3;4;3;1;4;2;3;4;1;0;3;3;0;8;2;7;2;4;2;2;1;3;4;1;3;1;1;2;3;2;2;7;1;4;1;2;2;1;1;2;2;2;2;3;5;1;0;0;0;1;4;0;1;3;1;0;3;1;0;0;2;1;1;0;1;0;2;0;0;0;2;57;27;37;0;6;0;8;1;186;0;4;2;2;2;4;3;4;2;5;3;0;9;7;2;4;7;4;6;5;1;5;4;4;4;4;2;2;5;2;4;4;2;2;2;2;1;3;2;2;3;4;2;4;1;4;2;1;4;0;1;0;2;1;3;3;2;2;0;1;4;2;0;1;1;1;1;0;0;2;0;0;1;0;0;1;62;45;35;4;10;2;8;4
120013805000001;1;480;8;12;10;13;11;11;22;15;15;16;19;17;14;10;10;11;3;12;8;10;8;7;10;9;9;13;12;11;8;12;5;7;4;7;11;5;8;5;3;4;3;3;8;2;0;4;3;2;3;4;2;4;3;2;1;5;1;3;2;2;1;2;1;2;1;3;1;0;1;0;0;1;0;0;1;4;217;10;179;2;9;3;3;1;498;6;10;15;15;15;15;17;11;20;15;15;12;13;21;11;8;17;5;10;13;11;9;15;12;8;16;14;7;11;8;8;8;8;6;11;11;4;3;3;4;1;7;2;6;2;2;4;2;5;2;3;3;0;2;1;1;0;2;3;2;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2;59;193;143;5;8;7;16;2
120013805000002;1;392;2;5;11;8;11;7;11;13;10;11;11;11;11;5;8;13;11;5;9;11;7;9;9;4;10;4;11;10;1;5;5;9;10;5;8;6;3;8;2;7;4;6;4;1;6;7;4;1;2;2;3;1;2;2;2;3;3;1;2;4;0;1;1;1;0;1;1;0;0;1;1;1;0;0;1;6;136;54;129;3;16;5;11;1;404;3;4;8;13;9;7;9;10;6;9;14;8;8;12;11;8;10;8;7;13;9;5;10;11;11;13;10;10;10;6;11;7;5;5;5;4;2;8;10;8;4;4;1;3;2;1;5;2;2;8;2;3;3;2;2;3;0;3;0;3;3;3;1;0;3;0;0;1;0;0;0;0;1;1;0;1;108;117;102;7;8;8;11;1
120013805000003;8;216;1;3;7;6;6;11;13;5;8;6;8;8;6;4;4;7;1;3;4;6;7;5;5;8;4;4;3;3;5;3;3;2;4;0;3;1;5;3;3;0;0;1;0;1;1;1;2;0;2;2;0;2;1;2;2;1;2;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;84;3;79;2;7;6;6;6;187;1;1;6;5;1;6;4;9;8;9;9;8;7;7;7;4;2;4;4;4;3;6;4;5;5;5;4;1;2;2;2;2;1;5;5;1;3;3;0;1;4;2;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;10;90;62;0;3;1;5;1
120013805000004;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120013805000005;8;69;0;0;0;0;2;3;2;4;2;5;3;2;1;1;5;1;1;3;2;1;0;1;2;1;2;1;5;0;1;0;0;1;1;2;0;1;0;0;1;0;1;1;0;3;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;31;2;18;0;6;0;3;0;66;0;0;1;3;2;2;2;2;3;2;1;5;3;1;0;1;2;3;2;0;1;1;2;1;2;3;1;3;1;0;2;0;1;1;1;0;2;1;2;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;32;16;0;2;0;3;0
120013805000006;8;147;0;1;2;1;5;3;6;7;4;8;7;0;3;4;4;7;1;5;2;1;3;3;5;7;5;8;1;2;2;3;4;2;0;2;0;1;2;2;0;2;3;1;2;2;0;3;1;0;2;0;0;1;0;1;1;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;62;4;48;0;3;0;3;16;98;0;0;2;3;4;2;4;7;1;5;3;2;4;5;2;1;4;3;3;3;2;2;1;3;0;0;4;2;7;3;0;0;0;1;2;0;1;0;1;1;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;50;24;0;1;0;3;4
120013805000007;8;351;4;2;12;2;8;6;15;14;10;12;13;13;9;7;7;8;9;4;5;8;7;5;4;9;11;17;6;4;4;6;11;7;1;2;6;7;7;2;4;6;3;1;1;3;2;4;3;3;2;3;2;4;1;3;1;2;1;1;3;1;3;2;0;3;0;0;0;0;0;1;0;0;0;1;0;3;158;5;122;2;10;2;14;0;269;4;2;5;4;6;8;11;8;6;7;10;8;10;6;6;7;8;11;9;9;9;4;8;8;7;3;4;5;5;3;2;2;2;1;4;5;3;7;3;3;2;2;0;1;2;5;1;6;1;1;2;2;2;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;13;137;81;2;5;2;7;0
120013805000008;8;158;0;5;1;5;3;6;5;11;6;4;3;3;3;3;1;1;3;2;2;6;4;3;0;3;2;6;4;4;1;5;3;3;0;3;4;0;2;3;2;1;0;1;2;1;1;5;0;0;5;0;0;0;1;2;1;1;4;1;0;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;1;70;8;50;1;3;4;3;0;130;0;0;2;4;2;4;2;1;4;4;6;1;1;4;2;8;3;3;3;3;5;3;1;3;3;2;4;6;4;1;1;1;1;1;1;1;2;0;1;2;2;3;2;0;0;0;3;2;1;0;1;1;1;1;1;1;2;1;3;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;13;67;28;4;2;1;6;0
120013805000009;8;216;0;5;4;6;5;7;12;9;13;7;10;5;6;4;1;9;4;4;5;2;0;7;6;6;6;5;1;6;5;2;4;1;2;2;4;0;5;1;1;2;2;2;1;1;1;2;1;0;1;1;3;2;1;1;1;2;1;1;2;2;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;93;5;76;0;10;1;8;0;177;0;1;5;4;5;7;7;8;10;10;4;5;7;5;4;2;5;5;5;4;4;3;6;2;4;6;1;4;3;3;2;3;0;0;2;3;1;0;3;1;2;2;1;2;1;0;1;2;2;1;3;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;98;47;0;5;2;3;0
120013805000010;8;314;0;1;6;8;8;11;21;7;16;7;18;11;8;6;4;7;7;5;3;11;5;6;7;8;8;6;2;3;6;8;3;2;4;6;6;0;2;3;3;0;1;2;4;7;1;1;3;5;0;3;4;4;3;1;3;3;1;1;1;1;3;1;2;3;1;1;0;0;0;1;0;0;0;0;0;0;124;9;126;0;17;0;7;1;249;1;3;4;4;9;8;6;12;16;5;6;8;6;5;4;8;9;6;6;4;9;4;9;4;7;3;1;6;1;3;5;4;4;0;1;3;3;2;3;0;3;0;3;5;5;3;0;3;3;2;3;1;3;1;3;1;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;2;26;113;71;1;7;1;7;0
120013805000011;1;318;1;3;6;8;7;10;13;12;17;14;5;5;16;17;14;13;11;4;7;6;5;5;5;6;2;8;8;4;1;4;5;3;4;3;2;6;3;6;4;5;2;3;2;4;2;4;1;4;3;1;0;0;1;3;1;1;0;2;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;108;38;124;0;11;7;3;0;322;1;4;7;5;12;12;7;17;10;10;12;7;8;10;8;11;16;13;6;6;8;8;5;6;5;7;7;4;6;9;6;4;3;4;6;2;1;1;3;4;6;5;3;1;1;1;4;0;0;2;0;1;3;1;1;1;1;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;72;104;93;5;5;5;6;0
120013805000012;8;114;0;0;2;0;4;5;5;7;7;5;1;5;6;2;3;2;4;0;2;2;0;2;0;2;2;2;2;0;6;4;1;2;2;2;3;2;0;2;1;1;1;0;1;2;0;1;1;0;2;3;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;2;52;0;3;0;4;0;100;0;3;2;3;3;7;7;6;4;2;3;2;3;3;5;2;0;4;1;0;2;2;1;5;0;3;2;0;1;1;0;0;2;0;0;2;0;1;1;3;0;0;2;2;0;1;2;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;43;39;0;1;1;1;0
120013805000013;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
120013805000014;1;171;4;4;4;3;5;8;2;4;4;2;5;2;3;1;3;5;6;5;1;2;3;2;3;2;4;6;6;5;5;6;3;1;1;2;3;0;6;4;4;0;1;3;3;0;2;1;0;1;2;2;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;5;81;9;48;0;3;2;4;3;179;0;3;7;7;4;6;4;3;5;9;4;5;6;0;2;1;4;8;4;6;5;5;3;6;3;5;5;4;4;7;3;2;0;0;2;2;2;4;2;2;3;2;2;0;1;1;0;0;0;0;3;2;3;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;26;73;46;1;6;1;5;0
120017905000001;1;475;0;0;8;9;24;20;16;23;15;10;13;17;14;17;8;13;8;16;7;12;9;9;9;10;12;7;12;8;9;5;8;8;7;8;3;12;7;4;3;4;8;7;3;5;3;7;3;2;4;3;1;3;0;1;3;2;2;2;0;1;2;2;0;0;0;1;1;1;0;1;0;0;1;0;0;2;193;30;171;1;8;12;15;1;467;1;4;8;10;12;21;12;24;18;18;14;15;10;20;14;11;11;8;8;15;13;13;8;6;12;17;14;9;7;12;8;12;6;6;4;2;5;6;5;2;2;3;2;1;6;1;2;4;3;0;2;2;2;1;2;2;1;2;1;0;1;0;0;1;1;1;0;1;0;2;0;0;0;0;0;0;87;166;143;3;7;5;15;0
120017905000002;1;489;5;9;10;11;15;20;15;14;10;23;16;24;12;13;9;9;11;8;7;7;10;14;8;12;6;10;7;7;15;9;14;4;9;5;5;2;9;5;7;7;8;7;2;4;5;2;3;5;5;1;3;2;1;2;2;0;6;4;1;1;1;0;2;2;2;2;0;2;0;1;0;0;0;0;0;0;220;12;150;2;20;9;19;0;519;13;12;9;12;13;15;16;20;21;18;13;8;11;17;8;13;9;6;18;17;17;12;11;9;12;10;7;13;4;10;12;8;18;4;2;4;5;9;5;6;5;6;6;6;3;2;4;6;1;1;6;1;0;2;0;2;2;2;2;2;1;4;1;0;0;4;0;1;0;0;0;0;0;1;1;0;72;203;135;2;14;11;17;0
120017905000003;8;147;1;1;2;2;4;6;8;4;4;10;6;3;1;4;4;2;3;4;1;3;5;4;3;3;6;3;2;2;3;1;3;1;0;2;3;1;3;2;0;3;2;0;3;2;4;3;0;0;1;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;73;4;47;1;5;6;0;0;128;0;0;0;3;3;4;5;9;6;3;5;8;5;3;2;4;5;2;1;7;3;1;3;3;3;0;4;3;2;1;4;0;0;4;1;3;0;0;1;0;2;0;2;1;0;0;3;1;0;1;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;8;66;43;1;1;1;1;0
120017905000004;8;66;1;0;0;1;0;3;2;4;6;3;1;3;1;1;0;0;4;0;2;1;2;2;1;1;1;0;1;4;4;0;1;0;1;1;1;2;0;1;1;2;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;31;0;1;0;1;0;52;0;0;0;0;0;1;3;1;3;2;2;1;0;1;1;0;2;2;2;1;1;2;0;1;3;1;2;2;0;2;3;3;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32;11;0;2;0;5;0
120017905000005;8;352;0;2;3;5;8;10;11;5;7;17;19;15;7;12;8;7;7;7;10;6;12;5;3;1;5;3;4;6;3;2;5;0;7;3;6;5;7;3;5;5;6;6;7;4;5;2;6;4;5;4;4;2;7;3;2;3;4;1;3;2;2;0;2;3;3;0;1;0;2;0;0;1;0;0;0;2;81;90;117;11;10;8;13;0;305;3;3;4;9;7;9;5;19;13;11;18;11;4;4;4;10;7;5;2;7;4;4;7;4;4;4;6;6;1;4;7;4;5;7;6;7;3;5;6;2;4;3;2;3;3;5;1;3;3;5;4;1;0;2;1;3;1;1;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;108;47;85;10;16;2;10;0
