Cod_setor;Situacao_setor;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255
120030205000012;8;97;0;1;1;0;4;3;2;5;4;3;7;5;2;3;4;1;0;2;2;1;1;4;3;0;4;0;5;1;3;1;1;4;0;0;0;3;0;1;1;1;0;1;1;0;0;2;0;1;1;0;2;0;1;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;2;33;0;2;3;1;1;89;0;0;2;6;2;3;6;2;4;4;5;3;4;4;3;3;0;1;3;4;2;2;3;1;1;0;5;1;3;3;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;40;29;0;2;1;3;0
120030205000013;8;104;0;0;2;2;0;3;4;6;2;5;3;6;6;8;3;4;1;7;4;5;2;2;1;1;1;1;1;0;4;1;1;0;1;3;0;0;2;0;1;1;0;0;1;2;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;38;0;55;0;1;1;1;0;99;0;1;1;2;3;5;2;7;5;6;7;6;4;2;3;3;4;4;3;0;2;0;3;2;1;2;0;1;0;3;1;0;3;0;1;3;1;0;0;1;1;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;45;39;0;0;0;6;0
120030205000014;8;127;0;1;1;6;2;6;9;10;10;5;9;4;3;1;6;1;3;4;4;6;6;5;3;2;1;1;2;1;0;4;2;0;1;2;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;86;0;2;1;2;0;124;0;2;3;3;3;12;14;3;10;8;4;5;3;3;1;3;9;4;1;1;1;4;3;3;1;4;3;1;0;2;1;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;40;62;0;5;0;2;0
120030205000015;8;42;0;0;1;0;2;0;0;3;1;5;2;5;3;2;2;3;0;3;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;26;0;2;0;0;0;22;0;0;0;0;1;2;1;1;0;1;1;3;1;1;0;1;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;0;0;0;0;0
120030205000016;8;77;0;2;0;3;7;2;3;5;5;3;3;7;3;4;2;2;2;4;1;2;2;1;2;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;39;0;1;4;1;2;66;3;0;2;2;5;3;2;3;3;5;1;8;3;6;3;1;1;2;0;0;2;0;0;2;0;2;1;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;25;0;0;0;5;1
120030205000017;8;80;0;0;1;1;0;2;6;3;5;4;4;6;2;5;5;2;2;2;2;3;4;1;1;0;1;2;2;0;2;0;1;3;2;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;39;0;0;1;3;1;72;1;0;1;4;5;2;3;2;4;4;1;7;5;4;4;1;1;5;3;3;2;1;2;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29;26;0;0;4;2;0
120030205000018;8;20;0;0;0;0;0;0;1;2;1;0;0;1;0;1;0;2;1;0;1;2;0;0;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;7;0;1;0;1;0;23;0;0;0;3;0;2;0;1;0;1;3;0;3;0;1;0;0;0;1;2;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;6;0;1;0;1;0
120030205000019;8;37;0;0;0;2;1;1;2;2;4;1;4;2;2;3;2;1;0;2;1;0;0;0;2;0;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;26;0;0;1;0;0;24;0;0;0;2;4;1;0;2;4;2;1;2;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;0;0;1;0;0
120030205000020;8;6;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
120030205000021;8;21;0;0;0;1;0;0;2;1;2;0;0;2;1;1;0;1;0;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;6;0;0;1;0;0;8;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0
120030205000022;8;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
120030205000024;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120030205000025;8;72;0;0;1;0;4;2;1;4;2;3;3;2;4;3;1;2;0;4;0;3;5;2;1;0;1;3;0;0;3;1;4;2;0;0;1;3;0;0;1;1;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;22;0;2;0;6;0;68;0;1;0;1;5;3;2;4;1;3;3;5;0;3;1;4;0;5;2;0;0;3;2;0;2;4;1;4;0;0;1;2;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;32;21;0;2;0;3;0
120030205000026;8;185;1;1;2;1;3;7;15;14;7;7;10;8;4;8;7;5;4;6;1;4;6;6;7;3;1;2;2;3;3;1;1;3;1;0;2;2;0;1;4;3;1;1;1;2;1;0;1;1;1;0;1;0;0;1;0;3;0;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;68;1;91;0;9;2;3;0;147;0;2;0;2;4;8;5;8;6;7;9;7;10;4;4;8;9;2;6;6;5;3;1;1;2;2;0;3;0;1;0;2;2;1;1;2;1;0;3;0;1;0;1;1;1;1;0;0;1;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;74;54;0;3;0;4;0
120030205000027;8;227;2;2;5;4;8;11;15;10;7;8;7;6;5;6;6;19;10;10;7;8;10;6;5;6;3;6;3;3;3;1;3;2;3;0;0;2;3;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;69;0;125;0;6;1;4;0;187;1;0;3;5;6;6;7;5;7;14;11;6;11;6;6;9;8;5;5;5;9;7;3;7;5;2;6;1;4;1;1;2;0;3;1;2;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;72;87;0;5;0;3;0
120030205000028;8;222;1;0;4;6;6;10;16;14;5;9;9;11;9;7;9;21;5;9;6;9;7;4;3;4;3;3;3;5;1;2;3;2;2;4;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;50;0;145;0;6;1;2;0;183;1;2;5;8;6;9;20;10;10;4;11;5;6;5;9;7;12;6;1;4;4;3;4;4;5;2;1;3;0;3;1;1;1;3;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;99;0;3;0;2;0
120030205000029;8;41;0;0;1;2;0;1;2;2;2;2;4;1;2;2;4;2;0;4;1;2;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;21;0;3;3;1;0;34;0;0;0;0;2;3;2;3;1;2;6;2;1;3;1;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;15;0;3;1;1;0
120030205000030;8;148;1;0;3;2;3;5;6;10;10;5;8;8;4;9;2;4;7;4;3;3;2;3;1;2;4;5;2;4;3;4;4;2;0;0;1;2;0;3;1;0;1;0;2;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;53;0;81;0;2;0;2;0;134;0;1;1;6;6;9;11;8;4;6;10;5;7;2;3;2;4;3;3;2;2;3;3;2;3;4;2;2;3;2;3;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57;57;0;2;0;4;0
120030205000031;8;145;1;0;1;4;4;12;8;8;7;6;4;6;9;3;4;8;3;6;1;4;2;2;3;1;3;3;0;2;3;3;5;0;3;0;2;2;1;0;1;2;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;35;10;69;0;9;2;6;0;141;0;1;1;10;10;6;7;10;4;8;8;7;5;4;3;4;4;3;2;6;2;4;5;2;1;1;2;5;2;0;2;0;0;1;0;1;0;0;2;0;0;0;1;2;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;42;57;1;2;0;8;0
120030205000032;8;345;3;0;6;8;11;13;17;11;15;20;18;8;17;12;13;12;12;12;9;7;9;6;9;5;2;7;5;7;2;10;5;7;6;3;6;2;3;2;2;1;2;5;1;3;2;1;0;0;2;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;135;12;134;1;5;4;20;4;274;0;4;4;3;9;9;15;11;15;14;18;9;13;15;12;12;9;12;11;4;7;3;6;4;5;4;4;4;4;3;3;1;5;2;1;3;1;1;2;1;0;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;24;96;99;2;6;3;21;3
120030205000033;8;95;0;0;2;2;2;5;5;5;2;7;4;4;5;4;6;1;4;2;2;2;5;2;0;2;2;1;0;2;0;1;0;2;0;1;0;1;1;1;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;25;6;55;0;1;0;0;2;91;2;0;1;5;3;10;6;7;11;5;2;3;2;4;2;3;0;0;1;2;1;0;0;0;1;2;2;0;1;2;0;2;0;1;1;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;26;44;0;3;0;1;0
120030205000034;8;105;0;2;1;0;7;12;8;2;4;3;7;1;2;4;1;3;8;5;4;8;4;5;2;4;0;0;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;70;0;2;1;4;0;95;2;1;2;0;5;4;3;6;2;8;4;1;7;2;2;6;2;1;7;3;2;0;3;2;1;3;0;0;2;2;2;0;0;1;2;1;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;44;0;3;0;1;0
120030205000035;8;112;0;0;2;3;3;3;4;4;5;10;3;5;8;6;5;7;5;2;2;1;3;1;2;1;3;1;1;3;0;3;2;0;0;0;0;2;0;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;34;0;55;0;4;0;10;0;95;0;0;1;1;4;2;8;5;2;10;5;4;3;10;3;4;3;2;2;4;2;0;2;0;1;2;2;2;2;0;1;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;39;0;2;0;7;3
120030205000036;8;83;0;0;0;1;1;3;5;4;5;3;3;1;5;2;1;4;3;3;1;4;7;0;4;0;0;1;0;3;3;1;0;1;1;2;0;1;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;41;0;1;0;1;2;98;2;2;1;4;1;2;6;4;6;6;8;6;5;3;4;4;3;2;3;1;0;1;1;0;1;0;1;2;1;3;0;2;1;2;1;2;1;0;0;0;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;36;41;0;0;1;3;1
120030205000037;1;460;6;7;13;13;13;16;16;23;18;15;18;15;10;15;16;17;10;10;11;8;11;8;13;8;7;9;6;9;6;7;7;9;5;8;4;6;0;4;3;5;8;4;5;2;4;4;2;0;2;1;1;3;2;1;0;1;1;0;1;0;1;0;1;0;2;1;1;0;0;0;0;1;2;0;0;4;134;26;203;0;26;1;12;2;486;4;4;15;18;23;19;22;21;15;23;13;13;17;18;11;11;13;15;13;8;9;8;6;11;8;13;4;9;3;7;5;10;3;8;6;11;7;4;4;3;3;3;5;2;5;4;1;2;2;1;0;0;1;3;2;1;0;3;3;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;72;119;161;1;38;1;23;2
120030205000038;1;376;3;3;8;15;11;23;10;14;21;20;11;15;13;16;5;17;8;11;11;11;7;7;5;13;6;6;8;5;5;3;6;4;2;2;4;5;1;3;4;3;0;3;3;2;6;1;2;4;2;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;94;34;171;3;16;5;12;0;425;2;9;11;13;16;24;17;23;21;23;17;19;13;16;11;14;13;17;13;9;8;10;4;6;5;7;8;12;4;8;5;5;2;3;1;2;4;1;3;1;3;1;0;1;0;4;1;0;2;1;2;0;0;0;3;0;0;0;2;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;61;92;165;5;23;8;19;1
120030205000039;1;803;0;8;8;24;33;45;30;49;25;32;27;32;32;20;29;15;25;20;21;18;21;17;18;19;15;15;16;16;13;11;16;8;9;4;14;8;9;7;9;6;3;6;2;3;5;3;3;5;2;2;2;1;3;1;0;0;0;2;2;2;1;1;1;0;2;2;0;1;0;1;1;0;1;0;0;1;250;64;342;1;21;20;26;1;802;1;12;20;28;36;33;28;31;35;29;30;26;28;29;20;24;18;22;25;23;25;27;18;23;19;13;19;13;14;11;11;10;8;15;10;9;10;4;6;4;5;1;2;2;4;3;0;6;2;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;139;244;248;3;15;17;31;1
120030205000040;1;400;3;10;12;10;10;18;17;15;9;11;12;13;15;22;13;8;11;8;13;10;8;7;8;7;9;6;5;9;8;6;9;10;4;5;6;5;6;4;4;3;5;2;0;3;1;2;2;1;0;0;0;1;1;1;1;1;0;2;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2;81;57;186;2;15;5;6;3;419;5;8;10;14;10;26;14;15;18;19;12;14;16;11;19;15;5;9;6;15;6;11;10;11;8;9;10;4;9;4;10;7;6;6;4;6;5;3;7;1;1;2;1;1;2;1;0;1;0;1;1;1;1;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;1;81;82;166;3;11;11;13;3
120030205000041;8;398;2;2;10;6;14;20;19;20;15;18;19;14;13;10;8;16;12;8;17;18;10;8;10;11;1;9;5;6;2;2;4;5;4;3;4;4;3;7;3;2;3;4;3;2;1;1;1;4;4;1;0;1;1;0;1;1;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;122;3;225;1;3;2;3;0;382;3;6;14;9;17;19;33;20;15;14;11;11;13;9;11;13;13;8;15;13;12;6;8;9;3;8;4;4;7;3;4;5;4;6;0;7;2;4;0;3;0;0;3;0;0;0;1;1;0;3;2;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;154;163;0;7;1;4;0
120030205000042;8;43;0;0;0;2;2;3;1;0;0;1;2;1;2;2;1;0;1;3;0;2;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;15;0;0;0;1;0;49;0;0;3;2;2;3;0;2;2;2;2;0;6;0;2;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;2;2;2;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;13;0;1;0;3;1
120030205000043;8;190;1;1;3;8;7;9;12;10;7;12;7;10;9;8;6;8;4;5;7;6;3;3;2;1;5;2;1;4;4;1;3;0;1;0;2;3;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;33;18;98;1;8;4;3;0;165;2;0;4;5;6;5;7;7;11;6;11;5;10;11;5;8;6;4;2;8;1;3;2;2;2;3;1;1;3;3;6;1;1;3;0;0;1;0;1;0;1;0;0;0;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;40;67;1;7;1;7;0
120030205000044;8;359;1;3;9;12;11;11;17;17;18;14;14;19;13;6;6;14;8;6;11;12;4;2;4;4;9;13;5;4;11;6;2;3;7;2;2;3;2;4;4;5;2;7;3;3;1;2;3;1;0;1;3;0;2;1;0;2;0;0;3;0;1;0;1;0;0;2;1;0;2;0;0;0;0;0;0;0;128;9;165;1;6;1;7;1;350;1;0;7;10;18;18;17;22;14;18;18;11;8;4;12;10;6;9;5;11;10;10;7;5;3;5;5;6;4;5;1;0;5;4;6;9;4;2;3;1;3;4;4;4;2;1;0;2;1;2;2;1;1;0;0;0;0;2;0;1;0;0;2;1;1;0;0;1;0;0;0;0;1;0;0;0;12;150;126;1;8;0;7;4
120032805000001;1;512;5;11;12;11;12;12;15;24;21;29;18;23;22;12;15;16;16;17;18;11;10;6;10;7;12;10;11;6;6;9;8;6;6;5;5;2;7;7;4;7;8;6;4;3;4;1;2;3;1;3;1;2;1;1;3;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;170;28;203;1;17;11;11;13;513;7;8;17;16;16;14;22;30;20;24;21;18;20;15;13;17;13;9;8;11;11;11;13;5;12;11;12;11;7;7;13;9;7;6;3;7;5;1;3;0;3;6;2;2;4;3;4;2;4;1;2;1;0;0;0;1;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;75;149;147;0;11;7;20;31
120032805000002;1;296;1;7;10;12;10;13;15;13;9;8;9;10;11;7;9;8;12;9;11;7;5;9;12;6;5;12;5;8;6;2;3;4;2;2;2;3;3;3;1;0;2;1;0;0;0;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;107;15;97;0;10;9;8;10;281;2;5;17;8;7;11;14;10;14;8;9;6;17;4;10;5;11;6;13;11;8;10;12;9;5;11;4;7;6;1;3;2;2;1;1;2;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;43;93;75;1;6;7;5;5
120032805000003;8;185;0;3;2;3;6;11;13;14;9;11;10;8;12;3;7;4;6;5;5;4;7;5;2;3;2;2;3;0;1;2;1;1;2;0;1;0;0;2;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;53;0;118;0;0;0;0;0;167;0;3;3;1;8;14;9;12;11;10;8;6;5;5;7;2;4;6;5;1;5;2;6;4;2;1;3;3;2;0;2;2;2;0;1;3;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;73;77;0;0;0;0;0
120032805000004;8;112;1;1;0;1;1;4;6;3;3;5;3;7;7;8;6;9;4;8;1;2;3;4;3;1;3;2;0;3;0;0;1;2;0;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;33;1;72;0;1;0;1;0;68;0;0;0;0;1;0;2;3;4;6;7;1;4;0;7;3;4;3;1;1;5;1;1;0;0;0;1;2;0;0;3;0;1;0;0;0;1;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32;33;0;0;0;0;0
120032805000006;8;342;2;1;0;5;8;7;10;14;12;12;13;12;18;8;11;10;10;10;10;11;7;14;13;9;4;12;7;4;5;8;2;6;7;10;4;4;6;9;1;6;2;1;2;5;1;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;202;8;84;2;2;0;28;0;247;1;1;2;3;2;10;14;10;10;13;14;14;16;11;12;12;11;13;4;6;4;5;7;8;4;5;4;2;2;4;1;3;3;3;0;2;0;3;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;132;76;4;5;0;12;0
120032805000007;8;26;0;0;1;0;0;0;3;0;1;2;1;0;2;1;0;3;0;2;1;0;1;1;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;0;7;0;0;0;0;0;22;0;0;0;1;1;0;0;0;0;2;1;1;1;1;1;1;3;2;0;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;0;0;0;0;0
