"Cod_bairro","Nome_do_bairro","ipc","compEntorno","compPessoas","compDomRenda","compDomiciliosMulher","comp5maisdomicilio","compbanheiro","compagua","compUBS"
3304557121,"Portuguesa",0.738996244318395,0.818898964924704,0.571369245550493,0.244,0.276592239451828,0.183313386606955,0.199975825487295,0.199431310385738,0.1
3304557122,"Galeão",0.560168759106365,0.422087871343625,0.528682394201941,0.167741935483871,0.305670154548876,0.172896775783812,0.196822135954778,0.192275164551066,0.1
3304557123,"Cidade Universitária",0.691096967983388,0.667233425452157,0.605971205375466,0.24,0.391769775904999,0.169137713081785,0.197789115646259,0.193159444394498,0
3304557124,"Guadalupe",0.689051414135934,0.825144057528289,0.490262730716573,0.185074626865672,0.27291120674363,0.174672992945683,0.199516416192447,0.19248341815914,0.5
3304557125,"Anchieta",0.628918508164353,0.704715417165599,0.452019266424481,0.165842696629213,0.267603621777015,0.170587360566363,0.199898799412629,0.193691984294773,0
3304557126,"Parque Anchieta",0.746693847638768,0.939823224388271,0.533118181183206,0.190857142857143,0.305662078570345,0.176572509671609,0.199964998875154,0.199745485940923,0.3
3304557127,"Ricardo de Albuquerque",0.689055036905811,0.864087777906478,0.469162773506466,0.163809523809524,0.276790261740432,0.174158832200469,0.19989328374616,0.196052919548337,0
3304557128,"Santa Teresa",0.667502901481895,0.667211689776117,0.534888359823323,0.231157894736842,0.268874753882479,0.176325463279742,0.197636106949876,0.195289189879787,0.1
3304557129,"Joá",0.859442074795221,0.853995453750656,0.77915056875144,0.4,0.345165238678091,0.157405140758874,0.199755501222494,0.188019559902201,0
3304557130,"Itanhangá",0.543643607339648,0.333086820225074,0.541024743927314,0.203720930232558,0.291049140557989,0.180727457898219,0.199560461185025,0.172810408550752,0.1
3304557131,"Barra da Tijuca",0.891414732747136,0.93860437771423,0.753358035996112,0.392857142857143,0.316757385542494,0.190933526402788,0.199977681347423,0.198513433923712,0.1
3304557132,"Camorim",0.616614584843141,0.609189411796133,0.545585457206866,0.21,0.318853092320447,0.168737392197739,0.197533574380165,0.118797918948521,0
3304557133,"Vargem Pequena",0.588225483269232,0.558582154045795,0.515201224700842,0.176,0.296205319624402,0.167287356197089,0.199608525889185,0.147997188974785,0.5
3304557134,"Vargem Grande",0.511288056846734,0.411919296664539,0.480656644906325,0.178333333333333,0.269512191931147,0.167092689135323,0.1988620081198,0.0970001983808804,0
3304557135,"Recreio dos Bandeirantes",0.771975945787095,0.754283019541584,0.66231307945159,0.33056,0.308223101613515,0.184230643159565,0.199750077644724,0.184791017563821,0.1
3304557136,"Grumari",0.358249215854006,0.186484174508127,0.422155688622754,0.12,0.335329341317365,0.134131736526946,0.191616766467066,0.0203592814371257,0
3304557137,"Coelho Neto",0.643445475871209,0.699168899299684,0.489024819172103,0.169811320754717,0.271067913073558,0.17671465922019,0.199802214837749,0.195814514329187,0.3
3304557138,"Acari",0.430333610487102,0.185595563990177,0.430477044976625,0.118857142857143,0.268667156232708,0.15701531058823,0.19965361121535,0.199402157833782,0.3
3304557139,"Barros Filho",0.45691159216889,0.239807220560427,0.432867122456097,0.125333333333333,0.248565933503212,0.174011500638506,0.19983163230793,0.198883967210376,0.1
3304557140,"Costa Barros",0.526866025032192,0.459328357655825,0.432026927321334,0.127659574468085,0.281713582851178,0.163730484246892,0.199309685143693,0.198543046260747,0.1
3304557141,"Pavuna",0.614634208245212,0.646227501453481,0.470595228143403,0.159466666666667,0.281897745810756,0.169615990636447,0.199594588229022,0.198402649606618,0.7
3304557142,"Guaratiba",0.554036702981276,0.465121879378921,0.511627001512973,0.139170506912442,0.310411854743444,0.16848698958064,0.199435350257023,0.178268381301829,1
3304557143,"Barra de Guaratiba",0.61206191536019,0.58102987050837,0.517452910352161,0.18,0.314203196764894,0.175280424801377,0.19804783168606,0.184374708732602,0.1
3304557144,"Pedra de Guaratiba",0.700889542087322,0.764184507305149,0.597921713522669,0.207272727272727,0.311129905081211,0.173176954411496,0.199550446180575,0.16056227756935,0.1
3304557145,"Higienópolis",0.772087471886023,0.897381381436858,0.602371406734841,0.237142857142857,0.294377850492467,0.17969197835908,0.199952253628724,0.199722538355709,0
3304557146,"Jacaré",0.618134359842627,0.697316007646536,0.466368589721603,0.16,0.240174350101712,0.170677716137156,0.180038013476738,0.180002752545849,0
3304557147,"Maria da Graça",0.80399190645944,0.952856001846774,0.635545077271948,0.243076923076923,0.300128821864527,0.186106772814615,0.198528428093645,0.195862516274416,0
3304557148,"Del Castilho",0.668620138258529,0.675856066892398,0.568038633493977,0.1904,0.282246076805616,0.176101583635335,0.199990086741016,0.195474044012863,0.3
3304557149,"Inhaúma",0.679175567828632,0.78983762067051,0.502530896985712,0.174705882352941,0.260476355527826,0.173390535218828,0.199496819359524,0.197564948898381,0.3
3304557150,"Engenho da Rainha",0.694709818906553,0.81879937648244,0.495313281509084,0.197948717948718,0.279807770356309,0.177688692196256,0.199990143914288,0.194389244668874,0.3
3304557151,"Tomás Coelho",0.680811541404248,0.769833408223005,0.51790851690091,0.181176470588235,0.291909642040265,0.174881541045226,0.199728906567621,0.198905780887745,0.1
3304557152,"Saúde",0.68473716511035,0.759774851250667,0.538227189048292,0.186666666666667,0.283162938012526,0.170473757685122,0.199614643545279,0.199454387135023,0
3304557153,"Paquetá",0.667523978282677,0.676421410217499,0.516296926109836,0.24,0.246286265198901,0.178009064261671,0.199666336266148,0.192178197992877,0.1
3304557154,"Parque Columbia",0.584456700081546,0.588830672263925,0.445928823838088,0.153684210526316,0.256643606903481,0.16698654886652,0.199721318120098,0.198218526629693,0
3304557155,"Jacarezinho",0.398614241184383,0.0977627025150937,0.420163942311939,0.122307692307692,0.251745233442838,0.160348534297145,0.199542232688944,0.195717619432336,0.3
3304557156,"Rocinha",0.417711769656514,0.0925940100634296,0.465049836382787,0.125,0.263351086578028,0.17303575434114,0.199805212733201,0.197650495448986,0.3
3304557157,"Complexo do Alemão",0.444508722218769,0.205347472900387,0.442122411981454,0.125714285714286,0.273861624118432,0.161734156648193,0.199272581783682,0.199335257628306,0.5
3304557158,"Maré",0.542352291597857,0.464850102252568,0.468015246287105,0.125652173913043,0.277959904530783,0.169712743217083,0.199544270325829,0.199282338797944,1
3304557159,"Vasco da Gama",0.635685562163637,0.578756195995385,0.550455751474142,0.2025,0.270778153827518,0.17792144883413,0.19946478774176,0.197958502445493,0
3304557160,"Gericinó",0.602861539454444,0.646233649366024,0.450334628874643,0.133333333333333,0.284823175072489,0.179427641042506,0.199605781865966,0.199649583880859,0
